index,N,P,K,temperature,humidity,ph,rainfall,label
794,29.0,70.0,15.0,30.33499674,63.54718862,6.872594461,74.16699119,blackgram
795,58.0,73.0,16.0,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
796,55.0,77.0,22.0,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
797,42.0,79.0,23.0,27.71678273,63.29103387,6.781841984,68.56507978,blackgram
798,44.0,77.0,21.0,32.63918668,61.3009051,7.326980454,61.83876146,blackgram
799,38.0,62.0,25.0,32.7477393,67.77954584,7.453975408,63.37784443,blackgram
800,32.0,76.0,15.0,28.05153602,63.49802189,7.604110177,43.35795377,lentil
801,13.0,61.0,22.0,19.44084326,63.27771461,7.728832424,46.83130119,lentil
802,38.0,60.0,20.0,29.84823072,60.63872613,7.491217102,46.80452595,lentil
803,11.0,74.0,17.0,21.36383757,69.92375891,6.633864582,46.6352865,lentil
804,37.0,71.0,16.0,26.28663931,68.51966729,7.324863481,46.13833007,lentil
805,29.0,71.0,18.0,22.17499963,62.13873825,6.410441476,53.46622584,lentil
806,2.0,72.0,18.0,26.57597546,60.97876599,7.836719564,50.89110726,lentil
807,6.0,59.0,21.0,26.58972517,66.14007674,6.139215944,50.90994463,lentil
808,13.0,64.0,20.0,19.1345771,62.57526895,6.590571088,36.46946971,lentil
809,8.0,58.0,17.0,28.75273118,69.15640149,7.286049978,35.15426171,lentil
810,6.0,77.0,20.0,25.78746268,60.2816298,6.058306161,49.14337177,lentil
811,2.0,75.0,22.0,23.89271875,61.78779413,6.658605362,52.55730112,lentil
812,3.0,69.0,23.0,28.67408774,63.18832976,7.299360767,42.96018627,lentil
813,27.0,80.0,24.0,28.42062847,61.77336343,7.815210661,49.02366803,lentil
814,39.0,78.0,15.0,21.35499456,62.60136323,5.925391795,41.78219834,lentil
815,40.0,79.0,17.0,21.12695586,63.18738532,6.403683619,38.71834464,lentil
816,37.0,62.0,22.0,24.02037872,61.62313345,7.397546271,49.78102578,lentil
817,31.0,60.0,24.0,25.40474421,65.8567539,7.722335992,51.92057267,lentil
818,22.0,67.0,22.0,29.03017561,64.49166566,7.475926645,54.9393771,lentil
819,3.0,78.0,18.0,20.21368219,68.65257685,6.887130053,50.89732989,lentil
820,4.0,80.0,16.0,29.19585548,68.01965728,7.441976825,44.93261911,lentil
821,13.0,61.0,24.0,18.29783597,69.6897615,7.629910253,49.39111479,lentil
822,12.0,66.0,20.0,27.41434987,63.41785982,7.336117221,44.43177543,lentil
823,4.0,61.0,21.0,24.84063998,60.09116626,6.75020529,48.77790371,lentil
824,9.0,60.0,21.0,29.94413861,67.31323084,7.52178027,40.37113729,lentil
825,18.0,66.0,22.0,25.87990287,67.55109024,6.347379185,47.89645224,lentil
826,32.0,56.0,18.0,20.0467711,65.84395319,7.135251532,46.05333124,lentil
827,6.0,72.0,15.0,22.99451999,66.70897237,7.670178119,54.49044154,lentil
828,15.0,77.0,20.0,25.13163619,66.92642362,7.399749291,49.04015558,lentil
829,0.0,65.0,24.0,28.49584395,62.44616219,7.841496029,53.14531023,lentil
830,30.0,79.0,22.0,18.28766124,69.48515056,6.254216611,48.60449438,lentil
831,3.0,63.0,16.0,24.38041875,61.18458224,6.868881708,53.13946695,lentil
832,2.0,78.0,23.0,21.31852148,66.43934593,7.320514721,45.42616802,lentil
833,10.0,78.0,18.0,18.54141834,62.70637578,6.296976913,44.07819743,lentil
834,14.0,67.0,25.0,25.28710601,60.85993533,7.241151936,49.37369982,lentil
835,39.0,65.0,23.0,25.43459777,69.12613376,7.685959305,41.02682925,lentil
836,19.0,72.0,15.0,28.83600962,69.76112921,6.890760124,44.08562546,lentil
837,18.0,57.0,21.0,27.37659643,63.93927841,6.155915975,49.47371773,lentil
838,31.0,58.0,15.0,28.31886863,60.19461399,6.167855382,45.36521251,lentil
839,28.0,58.0,25.0,27.4818649,62.04814951,6.861640036,37.81123974,lentil
840,5.0,65.0,19.0,18.28072173,68.10365387,6.978361689,48.80253285,lentil
841,16.0,65.0,19.0,27.61204997,69.29786244,7.043160241,42.72374404,lentil
842,34.0,65.0,19.0,23.43974653,63.22011726,5.94239222,45.40277297,lentil
843,14.0,69.0,19.0,20.95628486,63.68128841,7.239455147,52.39881209,lentil
844,22.0,55.0,16.0,23.7937153,68.03209183,6.516317561,49.73922097,lentil
845,24.0,61.0,17.0,22.6371424,65.44544859,6.233269045,38.30411077,lentil
846,2.0,79.0,15.0,21.53577883,65.47227704,7.505283615,35.75107592,lentil
847,26.0,63.0,17.0,29.87854588,65.73085206,6.950300686,44.95654782,lentil
848,27.0,61.0,15.0,25.2653291,67.10004577,6.958054839,48.33941188,lentil
849,24.0,70.0,16.0,25.17885316,68.93307305,6.54803469,35.03484812,lentil
850,13.0,74.0,25.0,24.12192608,61.09533545,6.461618577,44.23629285,lentil
851,6.0,64.0,23.0,23.33565221,67.40460704,7.065264073,36.18678721,lentil
852,12.0,58.0,23.0,21.74600081,63.39503184,6.765091462,50.43306085,lentil
853,32.0,79.0,22.0,27.60195453,63.46170674,5.91645379,54.37814199,lentil
854,6.0,68.0,18.0,24.388717,62.50453062,6.711341147,47.26052494,lentil
855,10.0,79.0,20.0,24.98287462,66.895409,6.379881442,38.21370568,lentil
856,38.0,77.0,22.0,28.234829,69.3159965,6.313284268,35.36831423,lentil
857,17.0,74.0,17.0,26.03026959,69.55863145,7.393210848,37.11395801,lentil
858,26.0,68.0,24.0,28.04849594,64.07691942,7.504930973,37.15824966,lentil
859,23.0,75.0,17.0,24.87425505,64.00213929,7.198076286,48.28137482,lentil
860,32.0,78.0,22.0,23.97081395,62.35557553,7.007037515,53.40906048,lentil
861,19.0,79.0,19.0,20.06003985,67.76252583,6.677262562,42.89509057,lentil
862,22.0,60.0,18.0,19.59221047,61.28633405,6.74398035,41.7704893,lentil
863,28.0,69.0,16.0,29.77013109,66.29327012,6.547361618,35.69674138,lentil
864,1.0,67.0,21.0,27.52135365,60.53657684,6.551577598,48.06491307,lentil
865,12.0,67.0,23.0,25.62896213,63.14909763,6.585020303,45.49683991,lentil
866,36.0,67.0,20.0,20.39078312,60.47528931,6.924042372,53.31508572,lentil
867,28.0,70.0,21.0,25.39038396,60.4989659,7.437373666,39.18374505,lentil
868,12.0,71.0,19.0,24.91079638,60.71367427,7.142611056,42.19740397,lentil
869,22.0,68.0,16.0,27.70496805,63.20915034,7.74672376,37.46160727,lentil
870,26.0,66.0,22.0,18.06486101,65.1034354,6.300479414,51.54922825,lentil
871,16.0,65.0,16.0,18.13027797,62.45851612,6.078724107,50.6128521,lentil
872,14.0,59.0,22.0,23.82723528,67.89815262,6.76660668,46.90725077,lentil
873,33.0,59.0,19.0,23.19305333,62.74710773,7.641024177,49.55213308,lentil
874,21.0,63.0,17.0,25.08966129,68.17543102,6.559681838,41.45486619,lentil
875,0.0,69.0,21.0,25.86928193,61.88321072,7.072923306,36.68284038,lentil
876,10.0,75.0,17.0,18.43966037,68.05394959,7.732194788,39.00992137,lentil
877,30.0,61.0,18.0,27.14911056,67.02664337,6.157782589,52.50812701,lentil
878,0.0,74.0,17.0,23.33375853,64.50515776,7.240988401,47.01510708,lentil
879,35.0,74.0,22.0,26.7230014,62.96841833,6.898905799,42.87274897,lentil
880,7.0,63.0,24.0,19.55750776,64.45268309,6.818681086,53.04669416,lentil
881,9.0,56.0,17.0,26.13708256,66.7729209,6.261937875,46.48280681,lentil
882,14.0,74.0,15.0,27.99990346,65.57653373,6.493036868,49.94043064,lentil
883,14.0,76.0,20.0,29.05941162,62.10652364,7.042474679,36.5011366,lentil
884,36.0,65.0,16.0,25.71269843,64.1123333,7.692013657,50.17067771,lentil
885,28.0,67.0,21.0,21.79792649,63.73086065,6.250994223,46.62370222,lentil
886,28.0,79.0,16.0,24.70626432,60.26854183,6.052184881,53.12442925,lentil
887,40.0,61.0,22.0,20.94981756,65.8108757,7.002216044,44.23913012,lentil
888,10.0,70.0,19.0,24.84918386,68.98088448,7.272427638,41.61080544,lentil
889,12.0,80.0,19.0,21.91041045,65.21662467,5.962001484,36.10211371,lentil
890,37.0,77.0,20.0,25.93381964,68.70533022,7.080506001,51.02372773,lentil
891,0.0,67.0,22.0,29.82112112,69.4073209,6.593798387,51.56461082,lentil
892,7.0,73.0,25.0,27.52185591,63.13215259,7.28805662,45.20841071,lentil
893,10.0,56.0,18.0,27.99627907,68.6428593,7.32710972,46.10585191,lentil
894,39.0,70.0,15.0,20.76774783,63.90164154,6.366355781,47.9271552,lentil
895,26.0,56.0,22.0,23.05276444,60.424786,7.011121216,52.60285259,lentil
896,9.0,77.0,17.0,21.65845777,63.58337146,6.280725549,38.07659414,lentil
897,4.0,59.0,19.0,26.25070298,67.62779652,7.621494566,40.8106299,lentil
898,34.0,73.0,15.0,20.97195263,63.83179889,7.630424083,53.10207889,lentil
899,33.0,77.0,15.0,23.89736406,66.32102048,7.802212437,40.74536757,lentil
900,2.0,24.0,38.0,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate
901,6.0,18.0,37.0,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate
902,8.0,26.0,36.0,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
903,37.0,18.0,39.0,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
904,0.0,27.0,38.0,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate
905,31.0,25.0,38.0,24.96273236,92.40501423,6.497366677,109.4169192,pomegranate
906,21.0,21.0,38.0,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate
907,6.0,30.0,40.0,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate
908,25.0,27.0,41.0,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate
909,15.0,11.0,38.0,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
910,14.0,5.0,36.0,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
911,16.0,10.0,41.0,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
912,36.0,7.0,37.0,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
913,4.0,20.0,41.0,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate
914,29.0,22.0,40.0,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate
915,16.0,15.0,42.0,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
916,18.0,27.0,41.0,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
917,11.0,18.0,42.0,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
918,5.0,15.0,38.0,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
919,18.0,23.0,44.0,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
920,9.0,8.0,40.0,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
921,40.0,27.0,45.0,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
922,22.0,23.0,44.0,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate
923,9.0,16.0,39.0,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
924,12.0,29.0,40.0,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
925,0.0,17.0,42.0,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate
926,2.0,21.0,44.0,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
927,28.0,6.0,40.0,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
928,8.0,23.0,44.0,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
929,29.0,16.0,36.0,19.81069447,88.92944254,5.740338002,102.860084,pomegranate
930,17.0,18.0,43.0,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
931,34.0,21.0,42.0,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate
932,21.0,23.0,42.0,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
933,25.0,17.0,40.0,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate
934,8.0,25.0,36.0,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
935,26.0,18.0,42.0,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate
936,4.0,19.0,42.0,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
937,36.0,24.0,41.0,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
938,5.0,24.0,40.0,24.692258,93.87030088,6.297907579,104.6735454,pomegranate
939,19.0,17.0,39.0,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
940,39.0,30.0,38.0,20.12644921,87.59629625,6.965156738,108.065579,pomegranate
941,5.0,29.0,44.0,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
942,4.0,24.0,43.0,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
943,38.0,21.0,35.0,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
944,37.0,11.0,36.0,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
945,9.0,25.0,41.0,24.81530144,91.90842992,5.972714857,109.2853418,pomegranate
946,29.0,22.0,43.0,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
947,5.0,21.0,38.0,22.43377991,90.3396556,6.107054808,112.459697,pomegranate
948,22.0,26.0,38.0,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
949,4.0,18.0,37.0,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
950,21.0,6.0,41.0,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
951,29.0,21.0,45.0,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
952,23.0,5.0,44.0,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
953,13.0,7.0,43.0,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate
954,5.0,13.0,37.0,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate
955,27.0,24.0,41.0,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
956,7.0,23.0,35.0,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate
957,12.0,20.0,39.0,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
958,4.0,19.0,43.0,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate
959,3.0,9.0,45.0,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
960,1.0,27.0,36.0,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
961,23.0,30.0,44.0,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
962,24.0,21.0,42.0,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
963,13.0,30.0,37.0,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
964,40.0,11.0,44.0,24.45840036,86.10874614,6.322396027,111.3779693,pomegranate
965,21.0,9.0,40.0,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
966,3.0,27.0,44.0,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate
967,40.0,29.0,42.0,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
968,14.0,25.0,40.0,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate
969,38.0,14.0,37.0,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate
970,34.0,9.0,36.0,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
971,32.0,14.0,37.0,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
972,18.0,21.0,35.0,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
973,8.0,23.0,38.0,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
974,15.0,6.0,41.0,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate
975,0.0,5.0,36.0,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
976,22.0,9.0,44.0,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate
977,14.0,8.0,43.0,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate
978,31.0,11.0,45.0,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
979,39.0,17.0,45.0,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
980,10.0,5.0,42.0,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
981,8.0,28.0,38.0,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
982,32.0,13.0,42.0,23.50128217,92.97527546,5.786058032,106.61905,pomegranate
983,18.0,9.0,40.0,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate
984,20.0,27.0,41.0,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
985,39.0,25.0,36.0,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
986,20.0,7.0,45.0,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
987,11.0,10.0,45.0,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
988,40.0,18.0,43.0,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate
989,3.0,26.0,39.0,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate
990,9.0,16.0,36.0,23.77989026,92.93386903,5.893332378,106.977723,pomegranate
991,30.0,20.0,38.0,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
992,40.0,9.0,41.0,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
993,40.0,30.0,35.0,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate
994,32.0,25.0,35.0,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate
995,33.0,23.0,45.0,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
996,4.0,14.0,41.0,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
997,13.0,17.0,45.0,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
998,39.0,24.0,39.0,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
999,8.0,28.0,37.0,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
1000,91.0,94.0,46.0,29.36792366,76.24900101,6.149934034,92.82840911,banana
1001,105.0,95.0,50.0,27.33368994,83.67675197,5.849076099,101.0494791,banana
1002,108.0,92.0,53.0,27.40053601,82.96221306,6.276800323,104.9378,banana
1003,86.0,76.0,54.0,29.3159075,80.11585705,5.926824754,90.10978128,banana
1004,80.0,77.0,49.0,26.05433004,79.39654531,5.519088423,113.2297373,banana
1005,93.0,94.0,53.0,25.86632408,84.42379269,6.079178788,114.5357503,banana
1006,90.0,92.0,55.0,27.00932084,80.18546798,6.13465588,97.32531705,banana
1007,108.0,89.0,53.0,29.55054817,78.06762846,5.808497604,99.34482238,banana
1008,108.0,88.0,55.0,26.28845991,83.390039,5.891458107,113.8729798,banana
1009,105.0,77.0,52.0,29.16226551,76.16151562,5.816622479,100.0075679,banana
1010,118.0,88.0,52.0,28.65003945,82.68752542,5.843163161,98.75084366,banana
1011,101.0,87.0,54.0,29.07311132,76.50045221,6.376756633,100.1692639,banana
1012,95.0,75.0,50.0,28.08166093,75.26429821,5.623615687,118.2761894,banana
1013,106.0,85.0,53.0,27.1994597,78.8086068,5.91505509,99.72430835,banana
1014,86.0,95.0,49.0,28.05484146,78.04602887,6.458714879,108.3957179,banana
1015,83.0,79.0,55.0,25.14748006,83.34688193,5.565028635,98.66679427,banana
1016,85.0,95.0,47.0,25.94019018,78.3422098,6.211833161,119.84797,banana
1017,109.0,79.0,45.0,27.66752761,79.68542782,6.490074429,108.66464,banana
1018,100.0,76.0,45.0,25.56703012,75.94067692,5.590236025,102.7867717,banana
1019,117.0,86.0,48.0,28.6956201,82.54195839,6.225225239,116.1616839,banana
1020,114.0,94.0,53.0,26.33544853,76.8532006,6.190757459,118.6858263,banana
1021,110.0,78.0,50.0,25.93730186,78.89864446,5.915568968,98.21747528,banana
1022,94.0,70.0,48.0,25.13686519,84.88394407,6.195152442,91.46442491,banana
1023,80.0,71.0,47.0,27.50527651,80.79783998,6.156373499,105.0776992,banana
1024,114.0,79.0,51.0,26.21009246,82.34429458,6.313197204,112.0700033,banana
1025,88.0,78.0,45.0,29.10403455,79.19588629,6.324270089,92.07835761,banana
1026,112.0,73.0,48.0,29.2440638,77.32017166,5.707488987,90.66727868,banana
1027,117.0,76.0,47.0,25.56202173,77.38229006,6.119216009,93.10247183,banana
1028,111.0,87.0,48.0,26.3985515,81.36028902,5.571401169,98.16752001,banana
1029,89.0,83.0,47.0,28.09577643,77.79586769,5.63127166,109.5408614,banana
1030,93.0,91.0,47.0,27.84767901,83.31110751,6.101241579,117.2878912,banana
1031,92.0,81.0,52.0,27.39341554,81.4654833,6.438137279,94.31102057,banana
1032,105.0,74.0,45.0,25.14517635,81.38204104,6.098369122,119.218154,banana
1033,102.0,71.0,48.0,28.65456263,79.28693687,5.695267822,102.4633775,banana
1034,94.0,91.0,51.0,29.16093424,76.67484233,5.618094446,109.575944,banana
1035,116.0,71.0,47.0,27.57278064,82.0638878,6.435785799,91.34276507,banana
1036,117.0,79.0,49.0,25.40909896,82.36208097,6.176644228,112.9794804,banana
1037,119.0,72.0,55.0,25.99069521,83.33983116,6.220643671,112.0777152,banana
1038,99.0,73.0,53.0,26.29039046,81.06003778,5.871702211,118.6730366,banana
1039,91.0,84.0,52.0,29.14827211,78.71024836,6.390741836,117.536781,banana
1040,80.0,90.0,47.0,26.59743595,79.35898915,6.21084479,107.3944717,banana
1041,101.0,70.0,48.0,25.36059237,75.03193255,6.012696655,116.5531455,banana
1042,108.0,89.0,53.0,29.12036889,80.18080728,5.908770059,112.3982055,banana
1043,100.0,80.0,52.0,27.53911354,77.25629897,6.049801781,110.3262123,banana
1044,109.0,91.0,53.0,29.66727337,83.51014178,6.010095853,110.2511102,banana
1045,82.0,78.0,46.0,25.05802193,84.97323747,5.738678895,110.4408803,banana
1046,106.0,70.0,55.0,25.86824781,78.52399914,5.74055541,116.3019555,banana
1047,90.0,86.0,52.0,25.85036988,81.95580471,5.793260262,119.0856171,banana
1048,83.0,95.0,50.0,26.51682337,77.79913575,5.50947065,108.8547508,banana
1049,119.0,90.0,48.0,28.66725136,79.59242542,5.986442306,118.2583441,banana
1050,107.0,72.0,45.0,28.14938935,81.54448882,5.790768046,91.40508414,banana
1051,116.0,81.0,55.0,26.42313317,83.6995044,5.915546415,95.12322062,banana
1052,101.0,75.0,50.0,26.59386409,81.40740301,6.242528278,109.9825551,banana
1053,93.0,81.0,50.0,27.71822477,76.57853189,6.036079266,102.2099836,banana
1054,95.0,75.0,45.0,28.98333432,82.95958244,5.829898502,109.022564,banana
1055,107.0,71.0,55.0,29.42017919,83.96754496,6.088064451,117.229079,banana
1056,83.0,94.0,47.0,27.39872329,81.10523402,6.469370954,112.1355384,banana
1057,102.0,73.0,54.0,26.4020227,84.41007614,5.720726906,111.0162259,banana
1058,86.0,79.0,45.0,27.81251452,82.69285419,5.80766417,99.20961514,banana
1059,117.0,86.0,53.0,25.19640218,83.55829874,5.703381728,115.8586081,banana
1060,111.0,79.0,53.0,28.31193338,75.77363772,6.165001278,119.695765,banana
1061,95.0,74.0,50.0,25.90113128,80.47152737,6.002481605,110.10323,banana
1062,91.0,75.0,55.0,27.48612983,76.11239849,6.212369363,109.2768851,banana
1063,93.0,83.0,46.0,29.38254012,83.50423735,5.765308943,109.2486647,banana
1064,92.0,85.0,51.0,29.22118628,81.08183635,5.740764682,108.8616474,banana
1065,104.0,80.0,54.0,27.09062164,81.33506906,5.879119455,110.1331182,banana
1066,103.0,72.0,51.0,26.12643374,81.81365007,6.099478745,104.4812858,banana
1067,92.0,75.0,45.0,29.01207743,77.95192527,5.674403359,90.43495443,banana
1068,93.0,85.0,49.0,27.96799119,79.28625709,5.694243847,119.4765557,banana
1069,120.0,87.0,52.0,28.0764455,76.05522115,5.905494703,118.9923573,banana
1070,108.0,72.0,46.0,25.16278237,84.97849241,6.110844721,90.94554618,banana
1071,105.0,88.0,54.0,25.78749808,84.51194224,6.020445317,114.2005455,banana
1072,98.0,79.0,50.0,25.34119774,84.47321314,6.435917308,91.06493353,banana
1073,111.0,88.0,55.0,29.44795403,78.34971537,5.505393833,96.45042585,banana
1074,97.0,74.0,45.0,26.47522633,78.51833782,5.677719902,113.1161095,banana
1075,95.0,82.0,48.0,27.39489579,83.31172003,5.719014989,92.78133617,banana
1076,89.0,91.0,55.0,25.08347445,80.261731,6.275572298,94.32961456,banana
1077,89.0,85.0,55.0,26.6719835,76.48541655,6.275384607,91.73358569,banana
1078,118.0,88.0,51.0,25.44926208,79.49221962,6.201911642,100.6619171,banana
1079,101.0,92.0,45.0,28.22776705,80.6430384,5.758054257,98.00403016,banana
1080,99.0,92.0,47.0,28.1279509,77.48247073,6.323933647,103.5045395,banana
1081,82.0,77.0,46.0,28.9470467,82.1888998,5.901100841,95.83016448,banana
1082,90.0,86.0,55.0,27.96236771,84.15403614,5.644486582,97.55986676,banana
1083,95.0,88.0,52.0,28.00316034,78.90085998,6.235461772,94.68180316,banana
1084,104.0,73.0,46.0,29.1400919,80.1190228,6.28236237,90.45142867,banana
1085,102.0,73.0,52.0,27.9122104,83.36307683,6.356090905,90.24211529,banana
1086,100.0,74.0,52.0,25.43480512,81.53977797,5.837258235,96.47800391,banana
1087,94.0,89.0,48.0,28.55980972,84.51602322,5.653437902,111.0843029,banana
1088,99.0,70.0,46.0,26.59580783,82.99556744,5.727469947,100.5123341,banana
1089,112.0,87.0,48.0,27.19711623,77.3970629,6.200111068,99.46950465,banana
1090,117.0,82.0,45.0,25.29391516,79.29122198,5.614471478,105.4220251,banana
1091,96.0,86.0,51.0,29.90888522,76.98740841,6.257369799,91.99964712,banana
1092,113.0,85.0,45.0,27.94972463,76.63713353,6.037430836,109.0921631,banana
1093,105.0,93.0,46.0,25.01018457,78.76260938,5.760457558,108.3690513,banana
1094,85.0,89.0,51.0,29.21144871,84.70189923,6.158164422,108.5501443,banana
1095,108.0,94.0,47.0,27.35911627,84.54625006,6.387431383,90.81250457,banana
1096,92.0,81.0,52.0,28.0106804,76.52808057,5.891413895,103.7040783,banana
1097,110.0,71.0,54.0,28.67208915,82.20793613,5.725418961,94.37987496,banana
1098,82.0,75.0,55.0,27.34585147,78.4873835,6.281069505,92.15524332,banana
1099,117.0,81.0,53.0,29.50704598,78.20585613,5.507641778,98.12565829,banana
1100,2.0,40.0,27.0,29.73770045,47.54885174,5.954626604,90.09586854,mango
1101,39.0,24.0,31.0,33.55695561,53.72979826,4.757114897,98.67527561,mango
1102,21.0,26.0,27.0,27.00315545,47.67525434,5.699586972,95.85118326,mango
1103,25.0,22.0,25.0,33.56150184,45.53556603,5.977413803,95.70525913,mango
1104,0.0,21.0,32.0,35.89855625,54.25964196,6.430139436,92.19721736,mango
1105,20.0,19.0,35.0,34.17719782,50.62161586,6.113935087,98.00687989,mango
1106,19.0,21.0,34.0,30.01592643,53.19212381,5.074272692,97.72843182,mango
1107,18.0,17.0,31.0,31.74592134,45.16127859,5.667507706,93.75441586,mango
1108,11.0,36.0,33.0,35.99009679,52.22780489,5.978634285,95.3713484,mango
1109,30.0,28.0,30.0,31.86641378,52.19331595,5.064613314,98.46768642,mango
1110,18.0,19.0,27.0,27.75518664,52.34605806,4.772385986,94.11213345,mango
1111,23.0,23.0,27.0,34.72413192,51.4271781,5.161148592,97.31258083,mango
1112,37.0,30.0,34.0,27.53907547,53.63549533,6.797779227,99.35408185,mango
1113,11.0,27.0,30.0,27.69637763,48.5622488,6.39474303,89.85646496,mango
1114,12.0,19.0,31.0,27.25373364,52.66319725,5.566704378,91.87312479,mango
1115,3.0,28.0,33.0,30.33723921,48.88704844,5.755049971,94.42850522,mango
1116,37.0,38.0,32.0,31.85744939,45.53106268,5.417340525,91.55845821,mango
1117,26.0,37.0,30.0,35.39986338,49.45962621,6.166173834,97.41054011,mango
1118,14.0,18.0,30.0,29.80747243,52.13797867,5.191265116,95.74606104,mango
1119,40.0,16.0,35.0,34.16438906,54.16482251,4.954739564,98.33351125,mango
1120,4.0,20.0,25.0,28.93270187,47.94053996,5.664587011,99.9834242,mango
1121,36.0,25.0,33.0,27.98392787,53.33018851,5.548584852,99.61465679,mango
